Wed Mar 19 03:38:57 2014 - Update: UPDATE members SET WHERE `id` = '1';
Wed Mar 19 03:39:55 2014 - Update: UPDATE members SET Titles = "(lp0
S'knight martial'
p1
aS'awesome'
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:49:09 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:49:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:49:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:52:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:52:15 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:52:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:54:17 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:54:19 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:54:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:55:16 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:57:11 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 21:57:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 21:57:29 2014 - Update: UPDATE groups SET LordsRepId = "[9]",UnitName = "Somerville",YearEndFunds = "0.0",Landed = "True",MarshalId = "[9]",UnitType = "Household",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "[2]" WHERE `id` = '1';
Wed Apr  2 21:57:29 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:57:29 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 21:57:29 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 21:57:29 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 21:57:31 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 21:57:31 2014 - Select: SELECT * FROM `members` WHERE id = [2];
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:01:40 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:01:42 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:01:43 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:01:43 2014 - Select: SELECT * FROM `members` WHERE id = [2];
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:01:55 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:01:56 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:02:38 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:02:40 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:03:19 2014 - Update: UPDATE groups SET LordsRepId = "[9]",UnitName = "Somerville",YearEndFunds = "0.0",Landed = "True",MarshalId = "[9]",UnitType = "Household",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "[2]" WHERE `id` = '1';
Wed Apr  2 22:03:20 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:03:20 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:03:20 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:03:20 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:03:21 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:03:21 2014 - Select: SELECT * FROM `members` WHERE id = [2];
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:04:21 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Wed Apr  2 22:04:22 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:04:24 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:04:24 2014 - Select: SELECT * FROM `members` WHERE id = [2];
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Wed Apr  2 22:04:28 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Wed Apr  2 22:04:34 2014 - Update: UPDATE groups SET LordsRepId = "[9]",UnitName = "Somerville",YearEndFunds = "0.0",Landed = "True",MarshalId = "[9]",UnitType = "Household",YearlyDues = "0.0",Zips = "(lp0
S''
p1
a.",LeaderId = "[2]" WHERE `id` = '1';
Wed Apr  2 22:04:34 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Wed Apr  2 22:04:34 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Wed Apr  2 22:04:34 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Wed Apr  2 22:04:34 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 15:44:34 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:44:38 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 15:44:54 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:44:56 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:44:56 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 15:44:56 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:44:56 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 15:44:56 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:45:00 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:45:00 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 15:45:00 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:45:00 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 15:45:00 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:45:01 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 15:45:01 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 15:45:01 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:45:01 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 15:45:01 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 15:45:30 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 15:45:30 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:45:30 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:45:30 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 15:45:30 2014 - Select: SELECT * FROM `members` WHERE id = 10;
Thu Apr  3 15:46:16 2014 - Select: SELECT * FROM `members` WHERE id = 10;
Thu Apr  3 15:46:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 13;
Thu Apr  3 15:46:16 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:46:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 13;
Thu Apr  3 15:46:16 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 15:46:17 2014 - Delete: DELETE FROM members WHERE `id` = '10';
Thu Apr  3 15:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 15:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 15:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 15:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:41:05 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:42:11 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:42:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:42:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:42:16 2014 - Select: SELECT * FROM `members` WHERE id = [2];
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:47:06 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 18:47:08 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 18:47:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
